SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  RV     	  RV'		  AO     	  AO'		  LPV     	  LPV'		
 47.91   	 48.22   	 90.74   	  91.56		 89.32   	 528.99		  5.37   	  25.43		
 19.84   	 20.14   	 91.11   	 106.82		 91.43   	 503.56		  5.47   	  25.43		
 -3.05   	 -2.75   	 91.54   	 116.99		 93.45   	 467.95		  5.57   	  30.52		
-20.75   	-20.45   	 92.00   	 127.16		 95.32   	 437.43		  5.70   	  35.61		
-34.48   	-34.48   	 92.51   	 127.16		 97.07   	 396.74		  5.84   	  30.52		
-45.17   	-45.47   	 93.02   	 127.16		 98.66   	 350.97		  5.96   	  25.43		
-53.71   	-54.02   	 93.53   	 122.07		100.06   	 315.36		  6.06   	  20.35		
-61.04   	-61.04   	 94.02   	 106.82		101.32   	 274.67		  6.14   	  20.35		
-65.61   	-65.00   	 94.45   	  86.47		102.42   	 233.98		  6.23   	  30.52		
-67.14   	-66.53   	 94.79   	  66.12		103.36   	 198.37		  6.35   	  25.43		
-65.61   	-65.00   	 95.06   	  45.78		104.15   	 162.77		  6.45   	  15.26		
-63.48   	-63.17   	 95.24   	  15.26		104.80   	 127.16		  6.51   	  10.17		
-62.26   	-62.56   	 95.30(S)	   0.00		105.31   	  96.64		  6.55   	  10.17		
-62.26   	-62.87   	 95.30   	 -25.43		105.70   	  71.21		  6.59   	  15.26		
-62.87   	-63.17   	 95.20   	 -35.61		105.98   	  45.78		  6.65   	  20.35		
-61.65   	-61.65   	 95.06   	 -50.86		106.16   	  25.43		  6.73   	  10.17		
-58.90   	-58.90   	 94.85   	 -61.04		106.27   	  10.17		  6.78   	  15.26		
-55.85   	-55.54   	 94.61   	 -66.12		106.31(S)	   0.00		  6.84   	  15.26		
-54.63   	-54.63   	 94.34   	 -66.12		106.31   	 -15.26		  6.90   	  15.26		
-57.07   	-57.37   	 94.08   	 -76.30		106.25   	 -25.43		  6.96   	  15.26		
-62.56   	-62.87   	 93.77   	 -81.38		106.14   	 -30.52		  7.02   	  10.17		
-68.66   	-69.27   	 93.45   	 -86.47		106.02   	 -35.61		  7.06   	  10.17		
-71.72   	-72.33   	 93.10   	 -96.64		105.88   	 -40.69		  7.10   	  15.26		
-70.19   	-70.80   	 92.72   	-122.07		105.72   	 -45.78		  7.16   	  15.26		
-65.00   	-65.61   	 92.23   	-152.59		105.53   	 -55.95		  7.22   	  15.26		
-59.81   	-60.42   	 91.62   	-198.37		105.31   	 -61.04		  7.28   	  10.17		
-57.07   	-57.37   	 90.82   	-249.24		105.07   	 -71.21		  7.32   	  10.17		
-56.15   	-56.15   	 89.83   	-330.62		104.78   	 -81.38		  7.37   	  10.17		
-54.32   	-54.02   	 88.50   	-422.18		104.46   	 -96.64		  7.41   	  20.35		
-49.13   	-48.83   	 86.82   	-534.08		104.07   	-101.73		  7.49   	  20.35		
-40.89   	-40.59   	 84.68   	-661.24		103.66   	-116.99		  7.57   	  35.61		
-33.26   	-33.26   	 82.03   	-788.40		103.19   	-132.25		  7.71   	  45.78		
-28.08   	-28.38   	 78.88   	-930.82		102.66   	-142.42		  7.89   	  61.04		
-24.41   	-24.41   	 75.16   	-1057.98		102.10   	-152.59		  8.14   	  66.12		
-20.14   	-19.84   	 70.93   	-1164.80		101.48   	-162.77		  8.40   	  50.86		
-14.34   	-14.04   	 66.27   	-1236.01		100.83   	-178.03		  8.61   	  40.69		
 -8.24   	 -7.93   	 61.32   	-1286.87		100.12   	-183.11		  8.77   	  25.43		
 -4.27   	 -3.97   	 56.17   	-1286.87		 99.39   	-198.37		  8.87   	  15.26		
 -2.44   	 -2.14   	 51.03   	-1261.44		 98.60   	-203.46		  8.93   	   5.09		
 -1.22   	 -0.92   	 45.98   	-1205.49		 97.78   	-213.63		  8.95   	   0.00		
  0.92   	  1.22   	 41.16   	-1119.02		 96.93   	-223.80		  8.95   	   0.00		
  3.66   	  3.97   	 36.68   	-1022.38		 96.03   	-223.80		  8.95   	  10.17		
  6.41   	  6.71   	 32.59   	-910.47		 95.14   	-233.98		  8.99   	  10.17		
  6.71   	  7.32   	 28.95   	-793.49		 94.20   	-239.06		  9.03(V)	   0.00		
  4.27   	  4.88   	 25.78   	-676.50		 93.24   	-244.15		  9.03   	  -5.09		
  0.61   	  1.22   	 23.07   	-554.42		 92.27   	-254.32		  9.01   	 -15.26		
 -2.75   	 -2.44   	 20.85   	-452.69		 91.25   	-249.24		  8.95   	 -20.35		
 -3.97   	 -3.97   	 19.04   	-361.14		 90.25   	-254.32		  8.87   	 -10.17		
 -1.22   	 -1.22   	 17.60   	-279.75		 89.24   	-254.32		  8.83   	  -5.09		
  4.58   	  4.58   	 16.48   	-218.72		 88.22   	-249.24		  8.81   	   5.09		
 12.21   	 12.21   	 15.61   	-172.94		 87.22   	-244.15		  8.83   	   5.09		
 21.97   	 22.28   	 14.91   	-142.42		 86.25   	-233.98		  8.85   	   5.09		
 36.93   	 37.23   	 14.34   	-111.90		 85.31   	-223.80		  8.87   	 -10.17		
 58.29   	 58.59   	 13.90   	-111.90		 84.41   	-208.54		  8.83   	 -15.26		
 84.84   	 85.45   	 13.45   	-101.73		 83.58   	-193.29		  8.77   	 -15.26		
112.30   	112.92   	 13.04   	-116.99		 82.81   	-188.20		  8.71   	 -10.17		
134.89   	135.19   	 12.57   	-127.16		 82.05   	-167.85		  8.67   	 -15.26		
150.15   	150.15   	 12.07   	-137.33		 81.38   	-162.77		  8.61   	 -15.26		
157.78   	157.78   	 11.52   	-152.59		 80.73   	-147.51		  8.55   	 -20.35		
159.00   	159.00   	 10.91   	-162.77		 80.14   	-142.42		  8.46   	 -20.35		
153.50   	153.81   	 10.25   	-172.94		 79.57   	-127.16		  8.38   	 -35.61		
141.91   	142.52   	  9.56   	-172.94		 79.06   	-122.07		  8.24   	 -20.35		
125.73   	126.34   	  8.87   	-172.94		 78.58   	-116.99		  8.16   	 -10.17		
107.73   	108.03   	  8.18   	-167.85		 78.11   	-106.82		  8.12   	  -5.09		
 89.42   	 89.42   	  7.51   	-172.94		 77.68   	-101.73		  8.10   	   5.09		
 71.41   	 71.41   	  6.82   	-178.03		 77.27   	 -96.64		  8.12   	   0.00		
 54.02   	 54.02   	  6.10   	-172.94		 76.89   	 -91.56		  8.12   	  15.26		
 37.54   	 37.84   	  5.41   	-157.68		 76.52   	 -91.56		  8.18   	  30.52		
 23.50   	 23.80   	  4.78   	-127.16		 76.15   	 -81.38		  8.30   	  45.78		
 11.60   	 12.21   	  4.27   	 -91.56		 75.83   	 -76.30		  8.48   	  40.69		
  0.31   	  0.92   	  3.91   	 -50.86		 75.52   	 -71.21		  8.65   	  45.78		
-11.60   	-10.99   	  3.70   	  -5.09		 75.24   	 -66.12		  8.83   	  45.78		
-22.89   	-22.28   	  3.68(D)	  35.61		 74.97   	 -61.04		  9.01   	  66.12		
-32.04   	-31.74   	  3.83   	  61.04		 74.73   	 -55.95		  9.28   	  81.38		
-38.45   	-38.15   	  4.07   	  91.56		 74.51   	 -50.86		  9.60   	  86.47		
-43.33   	-43.33   	  4.44   	 111.90		 74.30   	 -45.78		  9.95   	  81.38		
-48.22   	-48.22   	  4.88   	 127.16		 74.12   	 -45.78		 10.27   	  61.04		
-54.02   	-54.02   	  5.39   	 127.16		 73.94   	 -40.69		 10.52   	  61.04		
-58.59   	-58.59   	  5.90   	 127.16		 73.77   	 -40.69		 10.76   	  66.12		
-60.73   	-61.04   	  6.41   	 106.82		 73.61   	 -40.69		 11.03   	  71.21		
-60.42   	-60.73   	  6.84   	  96.64		 73.45   	 -35.61		 11.31   	  76.30		
-57.98   	-58.59   	  7.22   	  86.47		 73.31   	 -35.61		 11.62   	  55.95		
-54.93   	-55.24   	  7.57   	  81.38		 73.16   	 -40.69		 11.84   	  55.95		
-52.49   	-52.49   	  7.89   	  76.30		 73.00   	 -35.61		 12.07   	  35.61		
-51.27   	-51.27   	  8.20   	  71.21		 72.86   	 -40.69		 12.21   	  15.26		
-51.57   	-51.27   	  8.48   	  61.04		 72.70   	 -45.78		 12.27(A)	 -25.43		
-54.93   	-54.63   	  8.73   	  66.12		 72.51   	 -40.69		 12.17   	 -50.86		
-62.26   	-62.26   	  8.99   	  66.12		 72.35   	 -40.69		 11.96   	 -71.21		
-68.66   	-68.66   	  9.26   	  71.21		 72.19   	 -45.78		 11.68   	 -71.21		
-57.98   	-58.29   	  9.54   	  76.30		 72.00   	 -45.78		 11.39   	 -45.78		
 -5.49   	 -5.80   	  9.85   	  81.38		 71.82   	 -50.86		 11.21   	 -45.78		
112.00   	112.00   	 10.17   	  81.38		 71.62   	 -45.78		 11.03   	 -71.21		
286.25   	286.25   	 10.50   	  76.30		 71.43   	 -50.86		 10.74   	 -96.64		
448.00   	448.30   	 10.80   	  71.21		 71.23   	 -55.95		 10.36   	-193.29		
322.88   	322.88   	 11.09   	  55.95		 71.01   	 -61.04		  9.58   	 -71.21		
-52.49   	-52.80   	 11.31   	  45.78		 70.76   	 -61.04		  9.30   	 -55.95		
-504.46   	-504.76   	 11.50   	  25.43		 70.52   	 -61.04		  9.07   	 -50.86		
-827.64   	-827.94   	 11.60   	  15.26		 70.27   	 -61.04		  8.87   	 -30.52		
-870.36   	-870.36(R)	 11.66   	   5.09		 70.03   	 -61.04		  8.75   	  -5.09		
-631.10   	-631.10   	 11.68   	  -5.09		 69.79   	 -55.95		  8.73   	  15.26		
-260.62   	-260.62   	 11.66   	  -5.09		 69.56   	 -61.04		  8.79   	  30.52		
 43.03   	 42.72   	 11.64(E)	  -5.09		 69.32   	 -55.95		  8.91   	  25.43		
159.91   	159.61   	 11.62   	  15.26		 69.09   	 -55.95		  9.01   	  25.43		
110.78   	110.78   	 11.68   	  40.69		 68.87   	 -50.86		  9.11   	  25.43		
  6.41   	  6.41   	 11.84   	  81.38		 68.67   	 -55.95		  9.22   	  30.52		
-51.57   	-51.57   	 12.17   	 132.25		 68.44   	 -50.86		  9.34   	  25.43		
-36.32   	-36.32   	 12.70   	 193.29		 68.24   	 -55.95		  9.44   	   5.09		
 14.95   	 15.26   	 13.47   	 274.67		 68.02   	 -55.95		  9.46   	 -20.35		
 52.49   	 52.80   	 14.57   	 376.40		 67.79   	 -61.04		  9.38   	 -45.78		
 55.24   	 55.54   	 16.07   	 493.39		 67.55   	 -55.95		  9.20   	 -40.69		
 36.32   	 36.93   	 18.05   	 615.46		 67.32   	 -61.04		  9.03   	 -20.35		
 19.23   	 19.53   	 20.51   	 742.62		 67.08   	 -61.04		  8.95   	   0.00		
 15.56   	 15.87   	 23.48   	 900.30		 66.84   	 -61.04		  8.95   	  -5.09		
 21.67   	 21.67   	 27.08   	1134.28		 66.59   	 -66.12		  8.93   	 -30.52		
 28.38   	 28.38   	 31.62   	1327.56		 66.33   	 -61.04		  8.81   	 -15.26		
 30.21   	 30.52   	 36.93   	1363.17		 66.08   	 -66.12		  8.75   	  30.52		
 28.08   	 28.38   	 42.38   	1358.08		 65.82   	 -61.04		  8.87   	  40.69		
 26.55   	 26.86   	 47.81   	1337.74		 65.57   	 -61.04		  9.03   	 -10.17		
 28.69   	 28.99   	 53.16   	1210.58		 65.33   	 -66.12		  8.99   	 -91.56		
 38.45   	 38.76   	 58.01   	1017.29		 65.07   	 -71.21		  8.63   	 -15.26		
 40.59   	 40.89   	 62.08   	 793.49		 64.78   	 -61.04		  8.57   	 -10.17		
 39.98   	 40.28   	 65.25   	 564.60		 64.54   	 -66.12		  8.52   	 -30.52		
 39.67   	 39.98   	 67.51   	 376.40		 64.27   	 -66.12		  8.40   	 -66.12		
 41.50   	 42.11   	 69.01   	 203.46		 64.01   	 -61.04		  8.14   	 -81.38		
 45.78   	 46.39   	 69.83   	  66.12		 63.76   	 -66.12		  7.81   	 -66.12		
 51.57   	 51.88   	 70.09   	 -25.43		 63.50   	 -61.04		  7.55   	 -45.78		
 58.29   	 58.59   	 69.99   	 -86.47		 63.26   	 -66.12		  7.37   	 -35.61		
 63.48   	 63.78   	 69.64   	-101.73		 62.99   	 -61.04		  7.22   	 -35.61		
 67.14   	 67.44   	 69.24   	 -81.38		 62.75   	 -66.12		  7.08   	 -35.61		
 69.89   	 70.50   	 68.91   	 -40.69		 62.48   	 -66.12		  6.94   	 -40.69		
 73.85   	 74.46   	 68.75   	  20.35		 62.22   	 -61.04		  6.78   	 -35.61		
 81.79   	 82.70   	 68.83   	  96.64		 61.97   	 -61.04		  6.63   	 -30.52		
 94.91   	 95.52   	 69.22   	 178.03		 61.73   	 -61.04		  6.51   	 -15.26		
110.78   	111.39   	 69.93   	 259.41		 61.49   	 -45.78		  6.45   	  -5.09		
127.56   	127.87   	 70.97   	 335.71		 61.30   	 -30.52		  6.43   	  -5.09		
144.04   	144.35   	 72.31   	 401.83		 61.18   	 -10.17		  6.41   	 -10.17		
161.13   	161.44   	 73.92   	 452.69		 61.14(D)	  20.35		  6.37   	 -15.26		
179.44   	179.75   	 75.73   	 483.21		 61.22   	  55.95		  6.31   	 -25.43		
198.06   	198.36   	 77.66   	 493.39		 61.44   	 106.82		  6.21   	 -20.35		
215.76   	216.06   	 79.63   	 488.30		 61.87   	 162.77		  6.12   	 -15.26		
231.93   	232.24   	 81.59   	 457.78		 62.52   	 213.63		  6.06   	 -10.17		
247.19   	247.80   	 83.42   	 422.18		 63.38   	 274.67		  6.02   	 -20.35		
260.62   	261.23   	 85.11   	 371.31		 64.48   	 340.79		  5.94   	 -10.17		
272.52   	273.13   	 86.59   	 289.93		 65.84   	 493.39		  5.90   	 -15.26		
289.61   	289.61   	 87.75   	 223.80		 67.81   	 539.16		  5.84   	  -5.09		
294.80   	294.80   	 88.65   	 162.77		 69.97   	 564.60		  5.82   	  -5.09		
295.41   	295.41   	 89.30   	 111.90		 72.23   	 595.11		  5.80   	 -10.17		
289.61   	289.92   	 89.75   	  71.21		 74.61   	 615.46		  5.76   	   0.00		
274.96   	275.27   	 90.03   	  40.69		 77.07   	 620.55		  5.76   	  10.17		
251.77   	252.08   	 90.19   	  25.43		 79.55   	 620.55		  5.80   	  20.35		
221.86   	222.17   	 90.29   	  20.35		 82.03   	 620.55		  5.88   	  20.35		
187.38   	187.38   	 90.38   	  25.43		 84.52   	 605.29		  5.96   	  20.35		
150.45   	150.45   	 90.48   	  35.61		 86.94   	 590.03		  6.04   	  35.61		
114.14   	114.14   	 90.62   	  55.95		 89.30   	 564.60		  6.19   	  40.69		
 80.87   	 80.87   	 90.84   	  76.30		 91.56   	 534.08		  6.35   	  30.52		
 52.19   	 52.19   	 91.15   	 101.73		 93.69   	 498.47		  6.47   	  20.35		
 27.16   	 27.16   	 91.56   	 116.99		 95.69   	 462.87		  6.55   	  25.43		
  4.58   	  4.88   	 92.02   	 132.25		 97.54   	 417.09		  6.65   	  30.52		
-15.87   	-15.56   	 92.55   	 142.42		 99.21   	 376.40		  6.78   	  40.69		
-32.65   	-32.04   	 93.12   	 147.51		100.71   	 330.62		  6.94   	  40.69		
-44.86   	-44.56   	 93.71   	 132.25		102.03   	 284.84		  7.10   	  20.35		
-52.49   	-52.19   	 94.24   	 122.07		103.17   	 239.06		  7.18   	   5.09		
-56.46   	-56.15   	 94.73   	  96.64		104.13   	 198.37		  7.20   	   5.09		
-58.59   	-58.59   	 95.12   	  71.21		104.92   	 157.68		  7.22   	  10.17		
-59.81   	-59.81   	 95.40   	  40.69		105.55   	 122.07		  7.26   	  20.35		
-60.12   	-60.12   	 95.56   	  10.17		106.04   	  91.56		  7.34   	  25.43		
-60.12   	-59.81   	 95.60(S)	 -20.35		106.41   	  55.95		  7.45   	  15.26		
-60.42   	-60.12   	 95.52   	 -45.78		106.63   	  35.61		  7.51   	  15.26		
-61.65   	-61.34   	 95.34   	 -66.12		106.77   	  10.17		  7.57   	  10.17		
-63.78   	-63.78   	 95.08   	 -86.47		106.82(S)	  -5.09		  7.61   	  10.17		
-66.53   	-66.53   	 94.73   	 -96.64		106.80   	 -25.43		  7.65   	   5.09		
-68.97   	-68.97   	 94.34   	-106.82		106.69   	 -35.61		  7.67   	   5.09		
-71.41   	-71.41   	 93.92   	-106.82		106.55   	 -45.78		  7.69   	  15.26		
-74.16   	-73.85   	 93.49   	-116.99		106.37   	 -50.86		  7.75   	  15.26		
-76.90   	-76.60   	 93.02   	-116.99		106.16   	 -55.95		  7.81   	  10.17		
-79.35   	-79.35   	 92.55   	-127.16		105.94   	 -55.95		  7.85   	  15.26		
-81.18   	-81.48   	 92.04   	-147.51		105.72   	 -61.04		  7.91   	  10.17		
-81.18   	-81.48   	 91.45   	-178.03		105.47   	 -61.04		  7.96   	  10.17		
-79.04   	-79.04   	 90.74   	-228.89		105.23   	 -66.12		  8.00   	   0.00		
-76.60   	-76.60   	 89.83   	-289.93		104.96   	 -71.21		  8.00   	   0.00		
-74.46   	-74.16   	 88.67   	-366.22		104.68   	 -76.30		  8.00   	   5.09		
-73.24   	-72.63   	 87.20   	-467.95		104.37   	 -81.38		  8.02   	  25.43		
-71.41   	-71.11   	 85.33   	-584.94		104.05   	 -96.64		  8.12   	  45.78		
-68.36   	-68.05   	 82.99   	-707.02		103.66   	-101.73		  8.30   	  45.78		
-64.09   	-63.78   	 80.16   	-834.18		103.25   	-122.07		  8.48   	  55.95		
-59.81   	-59.51   	 76.83   	-971.51		102.77   	-132.25		  8.71   	  50.86		
-57.07   	-56.76   	 72.94   	-1093.59		102.24   	-147.51		  8.91   	  50.86		
-56.15   	-55.85   	 68.57   	-1190.23		101.65   	-162.77		  9.11   	  50.86		
-57.37   	-56.76   	 63.80   	-1256.35		101.00   	-172.94		  9.32   	  40.69		
-60.73   	-60.12   	 58.78   	-1286.87		100.30   	-188.20		  9.48   	  25.43		
-65.61   	-65.31   	 53.63   	-1271.61		 99.55   	-203.46		  9.58   	  25.43		
-71.41   	-71.11   	 48.55   	-1236.01		 98.74   	-208.54		  9.68   	  15.26		
-75.99   	-75.99   	 43.60   	-1169.88		 97.90   	-223.80		  9.75   	   5.09		
-79.35   	-79.04   	 38.92   	-1073.24		 97.01   	-233.98		  9.77(V)	   0.00		
-79.35   	-79.04   	 34.63   	-971.51		 96.07   	-239.06		  9.77   	  -5.09		
-75.99   	-75.68   	 30.74   	-859.61		 95.12   	-244.15		  9.75   	  -5.09		
-68.36   	-67.75   	 27.30   	-732.45		 94.14   	-254.32		  9.73   	   0.00		
-57.37   	-56.76   	 24.37   	-610.37		 93.12   	-259.41		  9.73   	  -5.09		
-46.69   	-46.08   	 21.93   	-498.47		 92.09   	-259.41		  9.70   	 -15.26		
-40.28   	-39.67   	 19.94   	-396.74		 91.05   	-264.50		  9.64   	 -15.26		
-40.59   	-40.28   	 18.35   	-310.27		 89.99   	-259.41		  9.58   	  -5.09		
-44.86   	-44.86   	 17.11   	-239.06		 88.95   	-259.41		  9.56   	   0.00		
-49.44   	-49.74   	 16.15   	-172.94		 87.91   	-254.32		  9.56   	  -5.09		
-50.96   	-50.96   	 15.46   	-137.33		 86.90   	-249.24		  9.54   	 -15.26		
-48.22   	-47.91   	 14.91   	-106.82		 85.90   	-233.98		  9.48   	  -5.09		
-42.11   	-41.50   	 14.49   	 -91.56		 84.96   	-218.72		  9.46   	   5.09		
-34.48   	-33.87   	 14.12   	 -91.56		 84.09   	-208.54		  9.48   	   0.00		
-26.86   	-26.25   	 13.75   	-101.73		 83.26   	-198.37		  9.48   	 -10.17		
-19.84   	-19.23   	 13.35   	-111.90		 82.46   	-183.11		  9.44   	 -25.43		
-15.26   	-14.65   	 12.90   	-132.25		 81.73   	-172.94		  9.34   	 -35.61		
-12.82   	-12.51   	 12.37   	-157.68		 81.04   	-157.68		  9.20   	 -30.52		
-11.90   	-11.60   	 11.74   	-167.85		 80.41   	-147.51		  9.07   	 -15.26		
-11.29   	-10.99   	 11.07   	-183.11		 79.82   	-142.42		  9.01   	 -10.17		
-10.99   	-10.68   	 10.34   	-193.29		 79.25   	-127.16		  8.97   	 -15.26		
 -9.77   	 -9.46   	  9.56   	-193.29		 78.74   	-127.16		  8.91   	 -25.43		
 -3.97   	 -3.66   	  8.79   	-203.46		 78.23   	-111.90		  8.81   	 -20.35		
 10.68   	 11.29   	  7.98   	-198.37		 77.78   	-111.90		  8.73   	 -10.17		
 35.40   	 35.71   	  7.18   	-198.37		 77.33   	-101.73		  8.69   	  -5.09		
 65.61   	 65.92   	  6.39   	-183.11		 76.93   	-101.73		  8.67   	   5.09		
 93.69   	 93.99   	  5.66   	-162.77		 76.52   	 -91.56		  8.69   	  20.35		
114.75   	115.05   	  5.01   	-127.16		 76.15   	 -86.47		  8.77   	  15.26		
126.95   	127.56   	  4.50   	 -86.47		 75.81   	 -81.38		  8.83   	  10.17		
132.14   	132.75   	  4.15   	 -40.69		 75.48   	 -71.21		  8.87   	  10.17		
131.53   	132.14   	  3.99(D)	   0.00		 75.20   	 -71.21		  8.91   	  15.26		
124.51   	124.82   	  3.99   	  45.78		 74.91   	 -66.12		  8.97   	  20.35		
112.00   	112.30   	  4.17   	  81.38		 74.65   	 -61.04		  9.05   	  20.35		
 96.44   	 96.44   	  4.50   	 111.90		 74.40   	 -55.95		  9.14   	  10.17		
 80.57   	 80.57   	  4.94   	 142.42		 74.18   	 -50.86		  9.18   	  30.52		
 65.00   	 65.00   	  5.51   	 157.68		 73.98   	 -45.78		  9.30   	  50.86		
 49.74   	 49.44   	  6.14   	 162.77		 73.79   	 -45.78		  9.50   	  50.86		
 33.87   	 33.57   	  6.80   	 157.68		 73.61   	 -40.69		  9.70   	  45.78		
 18.92   	 18.62   	  7.43   	 147.51		 73.45   	 -35.61		  9.89   	  20.35		
  5.80   	  6.10   	  8.02   	 132.25		 73.31   	 -40.69		  9.97   	  25.43		
 -5.49   	 -4.58   	  8.55   	 106.82		 73.14   	 -35.61		 10.07   	  40.69		
-15.87   	-14.65   	  8.97   	  86.47		 73.00   	 -35.61		 10.23   	  45.78		
-25.33   	-24.11   	  9.32   	  61.04		 72.86   	 -35.61		 10.42   	  40.69		
-32.35   	-31.43   	  9.56   	  35.61		 72.72   	 -35.61		 10.58   	  40.69		
-36.01   	-35.40   	  9.70   	  15.26		 72.57   	 -35.61		 10.74   	  50.86		
-36.62   	-36.32   	  9.77   	 -10.17		 72.43   	 -40.69		 10.95   	  50.86		
-35.10   	-34.79   	  9.73   	 -30.52		 72.27   	 -35.61		 11.15   	  50.86		
-32.96   	-32.65   	  9.60   	 -40.69		 72.13   	 -45.78		 11.35   	  50.86		
-31.74   	-31.13   	  9.44   	 -45.78		 71.94   	 -40.69		 11.56   	  45.78		
-32.96   	-32.35   	  9.26   	 -50.86		 71.78   	 -45.78		 11.74   	  50.86		
-36.62   	-35.71   	  9.05   	 -40.69		 71.60   	 -45.78		 11.94   	  61.04		
-41.81   	-40.89   	  8.89   	 -25.43		 71.41   	 -50.86		 12.19   	  66.12		
-45.78   	-44.86   	  8.79   	   0.00		 71.21   	 -45.78		 12.45   	  50.86		
-47.30   	-46.39   	  8.79   	  20.35		 71.03   	 -45.78		 12.66   	  30.52		
-47.91   	-46.69   	  8.87   	  40.69		 70.84   	 -50.86		 12.78   	   5.09		
-49.44   	-48.22   	  9.03   	  71.21		 70.64   	 -45.78		 12.80   	  -5.09		
-54.93   	-54.02   	  9.32   	  96.64		 70.46   	 -50.86		 12.78   	 -25.43		
-65.61   	-65.00   	  9.70   	 116.99		 70.25   	 -50.86		 12.68   	 -35.61		
-79.04   	-79.04   	 10.17   	 137.33		 70.05   	 -50.86		 12.53   	 -50.86		
-85.14   	-85.45   	 10.72   	 147.51		 69.85   	 -50.86		 12.33   	 -55.95		
-63.78   	-64.39   	 11.31   	 157.68		 69.64   	 -50.86		 12.11   	 -66.12		
  9.77   	  9.46   	 11.94   	 147.51		 69.44   	 -55.95		 11.84   	 -76.30		
151.67   	151.67   	 12.53   	 132.25		 69.22   	 -55.95		 11.54   	 -81.38		
334.78   	335.08   	 13.06   	  91.56		 68.99   	 -71.21		 11.21   	-137.33		
459.59   	459.90   	 13.43   	  55.95		 68.71   	 -66.12		 10.66   	 -55.95		
225.22   	225.52   	 13.65   	  20.35		 68.44   	 -66.12		 10.44   	 -35.61		
-192.87   	-192.57   	 13.73   	 -15.26		 68.18   	 -71.21		 10.29   	 -15.26		
-632.02   	-632.02   	 13.67   	 -45.78		 67.89   	 -66.12		 10.23   	   5.09		
-890.81   	-890.81   	 13.49   	 -61.04		 67.63   	 -66.12		 10.25   	   5.09		
-852.36   	-852.05   	 13.25   	 -71.21		 67.36   	 -61.04		 10.27   	  10.17		
-559.39   	-559.08   	 12.96   	 -76.30		 67.12   	 -61.04		 10.32   	  20.35		
-186.77   	-186.46   	 12.66   	 -71.21		 66.88   	 -61.04		 10.40   	  20.35		
 76.60   	 76.90   	 12.37   	 -45.78		 66.63   	 -61.04		 10.48   	  30.52		
143.74   	144.04   	 12.19   	 -15.26		 66.39   	 -61.04		 10.60   	  20.35		
 65.00   	 65.31   	 12.13   	  35.61		 66.14   	 -55.95		 10.68   	  10.17		
-41.81   	-41.20   	 12.27   	  91.56		 65.92   	 -61.04		 10.72   	   0.00		
-88.81   	-88.20   	 12.63   	 167.85		 65.68   	 -61.04		 10.72   	 -10.17		
-65.31   	-64.70   	 13.31   	 264.50		 65.43   	 -61.04		 10.68   	 -25.43		
-15.26   	-14.95   	 14.36   	 361.14		 65.19   	 -66.12		 10.58   	 -40.69		
 15.87   	 16.17   	 15.81   	 488.30		 64.92   	 -61.04		 10.42   	 -66.12		
 15.26   	 15.26   	 17.76   	 615.46		 64.68   	 -61.04		 10.15   	 -55.95		
 -1.22   	 -1.22   	 20.22   	 757.88		 64.44   	 -66.12		  9.93   	 -40.69		
-12.51   	-12.51   	 23.26   	 961.34		 64.17   	 -61.04		  9.77   	 -45.78		
-10.99   	-10.68   	 27.10   	1185.14		 63.93   	 -66.12		  9.58   	 -35.61		
 -1.53   	 -1.22   	 31.84   	1271.61		 63.66   	 -61.04		  9.44   	   0.00		
  7.93   	  7.93   	 36.93   	1286.87		 63.42   	 -66.12		  9.44   	  20.35		
 12.21   	 12.21   	 42.08   	1307.22		 63.15   	 -61.04		  9.52   	 -15.26		
 11.90   	 11.90   	 47.30   	1246.18		 62.91   	 -61.04		  9.46   	 -55.95		
  9.46   	  9.46   	 52.29   	  N/A		 62.67   	  N/A		  9.24   	  N/A		
