SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  AO     	  AO'		  RV     	  RV'		  SVC     	  SVC'		
 -7.32   	941.47   	 63.30   	 228.89		 60.85   	-320.45		  1.95   	  10.17		
 -8.24   	941.47   	 64.21   	 223.80		 59.57   	-361.14		  1.99   	   5.09		
 -9.16   	940.25   	 65.11   	 208.54		 58.13   	-412.00		  2.01   	  10.17		
 -9.77   	938.42   	 65.94   	 193.29		 56.48   	-473.04		  2.05   	  15.26		
-10.68   	936.28   	 66.71   	 157.68		 54.59   	-661.24		  2.12   	  10.17		
-10.38   	937.50   	 67.34   	 116.99		 51.94   	-691.76		  2.16   	  20.35		
 -9.46   	940.55   	 67.81   	  86.47		 49.18   	-701.93		  2.24   	  20.35		
 -8.54   	943.60   	 68.16   	  55.95		 46.37   	-701.93		  2.32   	  20.35		
 -7.63   	945.74   	 68.38   	  35.61		 43.56   	-686.67		  2.40   	  25.43		
 -6.71   	946.35   	 68.52   	  15.26		 40.81   	-661.24		  2.50   	  25.43		
 -5.80   	945.74   	 68.59   	   5.09		 38.17   	-615.46		  2.60   	  25.43		
 -5.19   	944.21   	 68.61   	   5.09		 35.71   	-590.03		  2.71   	  20.35		
 -4.27   	941.16   	 68.63   	   5.09		 33.35   	-559.51		  2.79   	  20.35		
 -3.66   	936.28   	 68.65   	   0.00		 31.11   	-508.65		  2.87   	  20.35		
 -3.36   	930.48   	 68.65   	  10.17		 29.07   	-467.95		  2.95   	  10.17		
 -2.75   	924.38   	 68.69(S)	   0.00		 27.20   	-447.61		  2.99   	  10.17		
 -1.53   	920.41   	 68.69   	   0.00		 25.41   	-417.09		  3.03   	   5.09		
 -0.61   	923.16   	 68.69   	 -15.26		 23.74   	-396.74		  3.05   	   5.09		
 -0.61   	935.06   	 68.63   	 -25.43		 22.16   	-391.66		  3.07   	   0.00		
 -2.44   	956.12   	 68.52   	 -40.69		 20.59   	-381.48		  3.07   	   0.00		
 -5.80   	980.84   	 68.36   	 -66.12		 19.06   	-350.97		  3.07   	  -5.09		
 -9.16   	1000.06   	 68.10   	 -86.47		 17.66   	-320.45		  3.05   	   0.00		
-10.38   	1008.00   	 67.75   	-106.82		 16.38   	-289.93		  3.05   	  -5.09		
 -8.54   	1006.77   	 67.32   	-132.25		 15.22   	-279.75		  3.03   	   0.00		
 -4.88   	1004.94   	 66.80   	-137.33		 14.10   	-259.41		  3.03   	  -5.09		
 -0.92   	1011.96   	 66.25   	-152.59		 13.06   	-259.41		  3.01   	  -5.09		
  0.92   	1031.19   	 65.64   	-162.77		 12.02   	-264.50		  2.99   	   0.00		
  1.53   	1057.74   	 64.98   	-162.77		 10.97   	-264.50		  2.99   	   0.00		
  2.44   	1079.10   	 64.33   	-157.68		  9.91   	-269.58		  2.99   	   0.00		
  6.10   	1083.37   	 63.70   	-172.94		  8.83   	-300.10		  2.99   	  -5.09		
 21.36   	1028.44   	 63.01   	-157.68		  7.63   	-279.75		  2.97   	   0.00		
 29.60   	979.92   	 62.38   	-142.42		  6.51   	-249.24		  2.97   	  -5.09		
 35.40   	929.87   	 61.81   	-132.25		  5.51   	-223.80		  2.95   	  -5.09		
 38.15   	883.48   	 61.28   	-111.90		  4.62   	-188.20		  2.93   	  -5.09		
 36.93   	840.15   	 60.83   	 -96.64		  3.87   	-147.51		  2.91   	  -5.09		
 31.13   	797.12   	 60.45   	 -81.38		  3.28   	-106.82		  2.89   	  -5.09		
 20.45   	755.00   	 60.12   	 -76.30		  2.85   	 -76.30		  2.87   	   0.00		
  6.41   	717.16   	 59.82   	 -71.21		  2.54   	 -35.61		  2.87   	   0.00		
 -7.02   	689.70   	 59.53   	 -71.21		  2.40   	  -5.09		  2.87   	   5.09		
-15.87   	674.74   	 59.25   	 -66.12		  2.38   	  10.17		  2.89   	   5.09		
-18.01   	668.64   	 58.98   	 -76.30		  2.42   	  20.35		  2.91   	  10.17		
-15.56   	662.84   	 58.68   	 -76.30		  2.50   	  35.61		  2.95   	  20.35		
-12.51   	652.47   	 58.37   	 -86.47		  2.64   	  30.52		  3.03   	  20.35		
-11.29   	636.60   	 58.03   	 -96.64		  2.77   	  10.17		  3.11   	  20.35		
-13.12   	618.59   	 57.64   	 -96.64		  2.81   	   0.00		  3.19   	  20.35		
-15.56   	601.20   	 57.25   	-101.73		  2.81   	 -10.17		  3.28   	  25.43		
-18.01   	585.33   	 56.85   	-101.73		  2.77   	 -20.35		  3.38   	  20.35		
-18.92   	569.76   	 56.44   	 -96.64		  2.69   	 -30.52		  3.46   	  25.43		
-19.23   	553.89   	 56.05   	 -96.64		  2.56   	 -35.61		  3.56   	  20.35		
-20.75   	536.80   	 55.67   	 -86.47		  2.42   	 -35.61		  3.64   	  25.43		
-25.02   	516.36   	 55.32   	 -81.38		  2.28   	 -40.69		  3.74   	  15.26		
-32.65   	491.64   	 54.99   	 -76.30		  2.12   	 -55.95		  3.80   	  20.35		
-38.76   	463.87   	 54.69   	 -66.12		  1.89   	 -45.78		  3.89   	  15.26		
-33.57   	439.45   	 54.43   	 -66.12		  1.71   	 -45.78		  3.95   	  20.35		
 -7.63   	430.91   	 54.16   	 -55.95		  1.53   	 -61.04		  4.03   	  10.17		
 41.81   	449.83   	 53.94   	 -50.86		  1.28   	 -55.95		  4.07   	  10.17		
100.71   	499.57   	 53.73   	 -55.95		  1.06   	 -25.43		  4.11   	   5.09		
134.89   	567.93   	 53.51   	 -55.95		  0.96(D)	   0.00		  4.13   	   5.09		
104.37   	627.14   	 53.29   	 -61.04		  0.96   	  30.52		  4.15(A)	  -5.09		
-10.68   	651.86(R)	 53.04   	 -55.95		  1.08   	  81.38		  4.13   	  -5.09		
-198.67   	630.19   	 52.82   	 -55.95		  1.40   	 116.99		  4.11   	 -15.26		
-416.26   	561.83   	 52.59   	 -61.04		  1.87   	 147.51		  4.05   	 -15.26		
-606.69   	452.88   	 52.35   	 -61.04		  2.46   	 178.03		  3.99   	 -20.35		
-727.84   	307.62   	 52.11   	 -55.95		  3.17   	 183.11		  3.91   	 -20.35		
-770.87   	137.63   	 51.88   	 -55.95		  3.91   	 172.94		  3.83   	 -25.43		
-745.85   	-30.21   	 51.66   	 -55.95		  4.60   	 147.51		  3.72   	 -20.35		
-669.56   	-156.86   	 51.43   	 -50.86		  5.19   	 106.82		  3.64   	 -20.35		
-555.42   	-210.88   	 51.23   	 -50.86		  5.62   	  61.04		  3.56   	 -20.35		
-414.73   	-186.77   	 51.03   	 -45.78		  5.86   	  25.43		  3.48   	 -20.35		
-261.23   	-105.29   	 50.84   	 -45.78		  5.96   	  -5.09		  3.40   	 -25.43		
-118.10   	  2.75   	 50.66   	 -40.69		  5.94   	 -20.35		  3.30   	 -25.43		
-10.99   	108.95   	 50.50   	 -45.78		  5.86   	 -25.43		  3.19   	 -30.52		
 46.39   	190.43   	 50.32   	 -45.78		  5.76   	  -5.09		  3.07   	 -25.43		
 59.20   	230.71   	 50.13   	 -40.69		  5.74   	   5.09		  2.97   	 -35.61		
 48.22   	227.05   	 49.97   	 -40.69		  5.76   	  25.43		  2.83   	 -30.52		
 36.01   	195.31   	 49.81   	 -40.69		  5.86   	  61.04		  2.71   	 -30.52		
 35.71   	162.66   	 49.64   	 -40.69		  6.10   	 122.07		  2.58   	 -35.61		
 46.08   	146.79   	 49.48   	 -40.69		  6.59   	 208.54		  2.44   	 -30.52		
 57.37   	148.01   	 49.32   	 -40.69		  7.43   	 300.10		  2.32   	 -35.61		
 62.56   	152.59   	 49.16   	 -35.61		  8.63   	 381.48		  2.18   	 -30.52		
 61.95   	148.62   	 49.01   	 -35.61		 10.15   	 467.95		  2.05   	 -15.26		
 59.81   	135.50   	 48.87   	 -35.61		 12.02   	 483.21		  1.99   	 -15.26		
 59.81   	120.24   	 48.73   	 -35.61		 13.96   	 432.35		  1.93   	 -10.17		
 62.56   	108.34   	 48.59   	 -40.69		 15.69   	 391.66		  1.89   	   0.00		
 65.92   	 99.49   	 48.42   	 -35.61		 17.25   	 391.66		  1.89   	   0.00		
 68.05   	 91.25   	 48.28   	 -35.61		 18.82   	 386.57		  1.89   	   5.09		
 68.97   	 82.40   	 48.14   	 -35.61		 20.37   	 391.66		  1.91   	   5.09		
 68.97   	 73.24   	 48.00   	 -30.52		 21.93   	 432.35		  1.93   	   5.09		
 69.27   	 64.09   	 47.87   	 -35.61		 23.66   	 478.13		  1.95   	  10.17		
 70.50   	 55.24   	 47.73   	 -35.61		 25.57   	 528.99		  1.99   	  10.17		
 72.33   	 46.39   	 47.59   	 -30.52		 27.69   	 569.68		  2.03   	  10.17		
 75.07   	 38.15   	 47.47   	 -35.61		 29.97   	 600.20		  2.08   	   5.09		
 78.13   	 30.52   	 47.32   	 -30.52		 32.37   	 610.37		  2.10   	   5.09		
 81.18   	 23.50   	 47.20   	 -30.52		 34.81   	 584.94		  2.12   	   0.00		
 83.62   	 16.17   	 47.08   	 -30.52		 37.15   	 544.25		  2.12   	   0.00		
 85.75   	  8.54   	 46.96   	 -30.52		 39.33   	 503.56		  2.12   	   0.00		
 87.59   	 -0.31   	 46.84   	 -30.52		 41.34   	 462.87		  2.12   	   0.00		
 88.81   	 -9.77   	 46.71   	 -30.52		 43.19   	 406.92		  2.12   	  -5.09		
 90.33   	-19.53   	 46.59   	 -35.61		 44.82   	 345.88		  2.10   	  -5.09		
 92.16   	-28.99   	 46.45   	 -35.61		 46.21   	 284.84		  2.08   	  -5.09		
 94.91   	-37.84   	 46.31   	 -30.52		 47.34   	 244.15		  2.05   	 -10.17		
 98.57   	-45.78   	 46.18   	 -35.61		 48.32   	 203.46		  2.01   	 -10.17		
102.54   	-53.71   	 46.04   	 -40.69		 49.14   	 172.94		  1.97   	 -10.17		
106.20   	-61.34   	 45.88   	 -35.61		 49.83   	 162.77		  1.93   	 -15.26		
109.25   	-68.66   	 45.74   	 -35.61		 50.48   	 152.59		  1.87   	 -10.17		
112.00   	-75.38   	 45.59   	 -35.61		 51.09   	 157.68		  1.83   	 -10.17		
115.36   	-81.79   	 45.45   	 -35.61		 51.72   	 167.85		  1.79   	 -15.26		
119.02   	-87.28   	 45.31   	 -30.52		 52.39   	 167.85		  1.73   	 -15.26		
123.29   	-92.16   	 45.19   	 -30.52		 53.06   	 178.03		  1.67   	 -15.26		
127.56   	-96.74   	 45.07   	 -30.52		 53.77   	 193.29		  1.61   	 -10.17		
131.23   	-101.01   	 44.94   	 -25.43		 54.55   	 188.20		  1.57   	 -15.26		
133.97   	-105.29   	 44.84   	 -20.35		 55.30   	 167.85		  1.51   	 -15.26		
136.11   	-110.17   	 44.76   	 -20.35		 55.97   	 157.68		  1.44   	 -10.17		
137.63   	-115.66   	 44.68   	 -20.35		 56.60   	 147.51		  1.40   	 -15.26		
138.85   	-121.77   	 44.60   	 -15.26		 57.19   	 132.25		  1.34   	  -5.09		
139.77   	-128.48   	 44.54   	 -15.26		 57.72   	 116.99		  1.32   	 -15.26		
140.08   	-135.50   	 44.48   	 -10.17		 58.19   	 106.82		  1.26   	 -10.17		
140.69   	-142.21   	 44.44   	 -10.17		 58.62   	 116.99		  1.22   	  -5.09		
141.30   	-148.32   	 44.39(D)	   0.00		 59.08   	 122.07		  1.20   	  -5.09		
142.21   	-153.81   	 44.39   	   0.00		 59.57   	 122.07		  1.18   	 -10.17		
142.52   	-159.30   	 44.39   	  15.26		 60.06   	 137.33		  1.14   	 -10.17		
140.69   	-165.71   	 44.46   	  30.52		 60.61   	 137.33		  1.10   	 -10.17		
136.72   	-173.95   	 44.58   	  50.86		 61.16   	 147.51		  1.06   	 -10.17		
130.00   	-183.41   	 44.78   	  86.47		 61.75   	 152.59		  1.02   	 -10.17		
121.46   	-192.87   	 45.13   	 122.07		 62.36   	 152.59		  0.98   	 -10.17		
112.00   	-201.11   	 45.62   	 162.77		 62.97   	 147.51		  0.94   	 -10.17		
101.93   	-207.52   	 46.27   	 208.54		 63.56   	 152.59		  0.90   	  -5.09		
 91.25   	-213.62   	 47.10   	 249.24		 64.17   	 137.33		  0.87   	  -5.09		
 79.96   	-220.64   	 48.10   	 279.75		 64.72   	 132.25		  0.85   	   0.00		
 68.36   	-229.19   	 49.22   	 300.10		 65.25   	 127.16		  0.85   	   0.00		
 56.76   	-239.26   	 50.42   	 310.27		 65.76   	 111.90		  0.85   	   0.00		
 46.08   	-250.24   	 51.66   	 300.10		 66.21   	  96.64		  0.85   	   5.09		
 36.01   	-262.45   	 52.86   	 279.75		 66.59   	  81.38		  0.87   	   5.09		
 27.16   	-275.88   	 53.98   	 249.24		 66.92   	  61.04		  0.90   	   5.09		
 18.92   	-291.44   	 54.97   	 218.72		 67.16   	  35.61		  0.92   	  10.17		
 11.29   	-309.14   	 55.85   	 183.11		 67.30   	   5.09		  0.96   	   5.09		
  4.88   	-327.76   	 56.58   	 142.42		 67.32(S)	 -15.26		  0.98   	  10.17		
 -1.22   	-346.68   	 57.15   	 111.90		 67.26   	 -50.86		  1.02   	  10.17		
 -6.41   	-364.38   	 57.60   	  91.56		 67.06   	 -81.38		  1.06   	  10.17		
-10.99   	-380.55   	 57.97   	  81.38		 66.73   	-101.73		  1.10   	   5.09		
-15.56   	-395.20   	 58.29   	  76.30		 66.33   	-132.25		  1.12   	  10.17		
-19.53   	-407.41   	 58.60   	  91.56		 65.80   	-157.68		  1.16   	  10.17		
-22.58   	-417.48   	 58.96   	 101.73		 65.17   	-178.03		  1.20   	  10.17		
-24.72   	-425.11   	 59.37   	 127.16		 64.46   	-208.54		  1.24   	  10.17		
-25.94   	-430.91   	 59.88   	 152.59		 63.62   	-244.15		  1.28   	  15.26		
-26.55   	-435.79   	 60.49   	 172.94		 62.64   	-269.58		  1.34   	  10.17		
-27.16   	-440.98   	 61.18   	 188.20		 61.57   	-305.19		  1.38   	  10.17		
-28.08   	-446.17   	 61.93   	 198.37		 60.35   	-335.71		  1.42   	  15.26		
-28.69   	-450.44   	 62.73   	 203.46		 59.00   	-381.48		  1.49   	  10.17		
-29.60   	-453.19   	 63.54   	 198.37		 57.48   	-417.09		  1.53   	  15.26		
-29.91   	-453.80   	 64.33   	 188.20		 55.81   	-462.87		  1.59   	  15.26		
-29.91   	-452.58   	 65.09   	 167.85		 53.96   	-513.73		  1.65   	  20.35		
-29.91   	-450.44   	 65.76   	 142.42		 51.90   	-564.60		  1.73   	  25.43		
-29.91   	-449.22   	 66.33   	 116.99		 49.64   	-595.11		  1.83   	  20.35		
-29.60   	-448.61   	 66.80   	  86.47		 47.26   	-620.55		  1.91   	  30.52		
-29.30   	-449.83   	 67.14   	  55.95		 44.78   	-620.55		  2.03   	  25.43		
-28.69   	-452.27   	 67.36   	  40.69		 42.30   	-605.29		  2.14   	  25.43		
-28.08   	-456.85   	 67.53   	  20.35		 39.88   	-579.86		  2.24   	  30.52		
-27.47   	-463.56   	 67.61   	   5.09		 37.56   	-549.34		  2.36   	  20.35		
-27.16   	-472.41   	 67.63(S)	   0.00		 35.36   	-518.82		  2.44   	  20.35		
-26.86   	-481.57   	 67.63   	 -15.26		 33.29   	-467.95		  2.52   	  20.35		
-25.94   	-490.11   	 67.57   	 -10.17		 31.41   	-437.43		  2.60   	  10.17		
-25.02   	-496.83   	 67.53   	 -15.26		 29.66   	-422.18		  2.64   	   5.09		
-23.50   	-500.18   	 67.47   	 -20.35		 27.98   	-401.83		  2.67   	   5.09		
-22.58   	-498.05   	 67.39   	 -20.35		 26.37   	-381.48		  2.69   	   5.09		
-22.89   	-489.20   	 67.30   	 -30.52		 24.84   	-381.48		  2.71   	   5.09		
-25.33   	-474.85   	 67.18   	 -35.61		 23.32   	-376.40		  2.73   	   5.09		
-28.69   	-459.29   	 67.04   	 -45.78		 21.81   	-381.48		  2.75   	   0.00		
-31.43   	-448.91   	 66.86   	 -66.12		 20.28   	-366.22		  2.75   	  -5.09		
-31.13   	-447.69   	 66.59   	 -76.30		 18.82   	-345.88		  2.73   	   0.00		
-27.47   	-452.58   	 66.29   	 -96.64		 17.44   	-345.88		  2.73   	   5.09		
-20.75   	-455.93   	 65.90   	-111.90		 16.05   	-350.97		  2.75   	   0.00		
-14.04   	-451.05   	 65.45   	-122.07		 14.65   	-335.71		  2.75   	   0.00		
 -9.77   	-437.93   	 64.96   	-137.33		 13.31   	-320.45		  2.75   	   0.00		
 -9.16   	-423.28   	 64.41   	-142.42		 12.02   	-305.19		  2.75   	   0.00		
-10.68   	-419.62   	 63.85   	-152.59		 10.80   	-300.10		  2.75   	   0.00		
-10.99   	-435.18   	 63.23   	-157.68		  9.60   	-284.84		  2.75   	  -5.09		
 -7.93   	-472.72   	 62.60   	-157.68		  8.46   	-259.41		  2.73   	   0.00		
 -1.22   	-528.26   	 61.97   	-147.51		  7.43   	-233.98		  2.73   	  -5.09		
  7.02   	-594.18   	 61.38   	-142.42		  6.49   	-228.89		  2.71   	  -5.09		
 12.82   	-663.76   	 60.81   	-127.16		  5.57   	-203.46		  2.69   	  -5.09		
 14.65   	-733.64   	 60.30   	-111.90		  4.76   	-183.11		  2.67   	  -5.09		
 11.29   	-805.36   	 59.86   	 -96.64		  4.03   	-162.77		  2.64   	  -5.09		
  3.36   	-880.43   	 59.47   	 -81.38		  3.38   	-142.42		  2.62   	   0.00		
 -8.85   	-958.56   	 59.15   	 -71.21		  2.81   	-111.90		  2.62   	   0.00		
-23.80   	-1036.99   	 58.86   	 -61.04		  2.36   	 -71.21		  2.62   	   5.09		
-38.15   	-1109.31   	 58.62   	 -50.86		  2.08   	 -45.78		  2.64   	   5.09		
-48.22   	-1167.91   	 58.41   	 -55.95		  1.89   	 -15.26		  2.67   	   5.09		
-52.19   	-1207.58   	 58.19   	 -55.95		  1.83   	  15.26		  2.69   	  15.26		
-50.96   	-1227.11   	 57.97   	 -61.04		  1.89   	  30.52		  2.75   	  20.35		
-47.30   	-1229.86   	 57.72   	 -66.12		  2.01   	  25.43		  2.83   	  15.26		
-44.56   	-1223.14   	 57.46   	 -81.38		  2.12   	  20.35		  2.89   	  20.35		
-43.95   	-1217.35   	 57.13   	 -81.38		  2.20   	  10.17		  2.97   	  20.35		
-44.86   	-1219.48   	 56.81   	 -96.64		  2.24   	   0.00		  3.05   	  20.35		
-45.78   	-1231.08   	 56.42   	 -91.56		  2.24   	  -5.09		  3.13   	  25.43		
-46.08   	-1247.86   	 56.05   	-101.73		  2.22   	 -25.43		  3.23   	  15.26		
-45.78   	-1263.43   	 55.65   	 -96.64		  2.12   	 -30.52		  3.30   	  20.35		
-46.39   	-1274.41   	 55.26   	 -91.56		  1.99   	 -30.52		  3.38   	  20.35		
-49.74   	-1282.65   	 54.89   	 -86.47		  1.87   	 -45.78		  3.46   	  20.35		
-57.68   	-1292.11   	 54.55   	 -86.47		  1.69   	 -55.95		  3.54   	  15.26		
-66.83   	-1304.63   	 54.20   	 -71.21		  1.46   	 -55.95		  3.60   	  15.26		
-67.75   	-1316.83   	 53.92   	 -66.12		  1.24   	 -50.86		  3.66   	  15.26		
-48.52   	-1316.83   	 53.65   	 -61.04		  1.04   	 -45.78		  3.72   	  10.17		
 -3.36   	-1290.59   	 53.41   	 -55.95		  0.85   	 -35.61		  3.76   	   5.09		
 59.51   	-1230.77   	 53.18   	 -50.86		  0.71(D)	   0.00		  3.78   	   5.09		
107.12   	-1143.49   	 52.98   	 -45.78		  0.71   	  30.52		  3.80   	   0.00		
 95.21   	-1051.03   	 52.80   	 -50.86		  0.83   	  66.12		  3.80(A)	   0.00		
 -5.80   	-980.22   	 52.59   	 -50.86		  1.10   	 111.90		  3.80   	  -5.09		
-191.96   	-946.96   	 52.39   	 -55.95		  1.55   	 162.77		  3.78   	  -5.09		
-421.75   	-956.73   	 52.17   	 -50.86		  2.20   	 183.11		  3.76   	 -10.17		
-633.85   	-1008.61   	 51.96   	 -55.95		  2.93   	 183.11		  3.72   	 -15.26		
-776.37   	-1102.29   	 51.74   	 -61.04		  3.66   	 178.03		  3.66   	 -10.17		
-831.91   	-1230.77   	 51.50   	 -55.95		  4.37   	 152.59		  3.62   	 -15.26		
-812.68   	-1369.93   	 51.27   	 -55.95		  4.98   	 101.73		  3.56   	 -15.26		
-738.22   	-1480.41   	 51.05   	 -50.86		  5.39   	  50.86		  3.50   	 -20.35		
-626.22   	-1524.66(R)	 50.84   	 -55.95		  5.60(E)	  15.26		  3.42   	 -15.26		
-487.98   	-1489.26   	 50.62   	 -50.86		  5.66   	 -20.35		  3.36   	 -15.26		
-332.95   	-1389.47   	 50.42   	 -50.86		  5.57   	 -45.78		  3.30   	 -25.43		
-180.66   	-1256.41   	 50.21   	 -45.78		  5.39   	 -50.86		  3.19   	 -30.52		
-57.37   	-1120.30   	 50.03   	 -45.78		  5.19   	 -20.35		  3.07   	 -30.52		
 18.31   	-1005.86   	 49.85   	 -40.69		  5.11   	  10.17		  2.95   	 -35.61		
 44.86   	-931.40   	 49.68   	 -40.69		  5.15   	  50.86		  2.81   	 -35.61		
 38.76   	-902.71   	 49.52   	 -40.69		  5.35   	  71.21		  2.67   	 -40.69		
 25.02   	-906.68   	 49.36   	 -45.78		  5.64   	 101.73		  2.50   	 -35.61		
 20.75   	-916.14   	 49.18   	 -35.61		  6.04   	 162.77		  2.36   	 -35.61		
 29.91   	-909.73   	 49.03   	 -40.69		  6.69   	 239.06		  2.22   	 -35.61		
 43.64   	-883.18   	 48.87   	 -35.61		  7.65   	 305.19		  2.08   	 -35.61		
 53.10   	-850.52   	 48.73   	 -40.69		  8.87   	 366.22		  1.93   	 -20.35		
 54.93   	-826.11   	 48.57   	 -35.61		 10.34   	 442.52		  1.85   	 -15.26		
 52.49   	-813.29   	 48.42   	 -35.61		 12.11   	 488.30		  1.79   	  -5.09		
 51.27   	-805.05   	 48.28   	 -35.61		 14.06   	 427.26		  1.77   	  -5.09		
 52.80   	-794.68   	 48.14   	 -35.61		 15.77   	 376.40		  1.75   	   0.00		
 56.76   	-783.08   	 48.00   	 -35.61		 17.27   	 381.48		  1.75   	   5.09		
 60.42   	-777.28   	 47.85   	 -35.61		 18.80   	 391.66		  1.77   	   5.09		
 62.56   	-782.17   	 47.71   	 -35.61		 20.37   	 391.66		  1.79   	   5.09		
 63.17   	-798.03   	 47.57   	 -30.52		 21.93   	 422.18		  1.81   	   0.00		
 63.78   	-819.70   	 47.45   	 -35.61		 23.62   	 473.04		  1.81   	  10.17		
 65.00   	-838.62   	 47.30   	 -35.61		 25.51   	 523.90		  1.85   	   5.09		
 68.36   	-847.17   	 47.16   	 -30.52		 27.61   	 564.60		  1.87   	   0.00		
 73.24   	-841.98   	 47.04   	 -35.61		 29.87   	 595.11		  1.87   	  -5.09		
 78.13   	-825.81   	 46.90   	 -35.61		 32.25   	 610.37		  1.85   	  -5.09		
 82.09   	-805.36   	 46.75   	 -30.52		 34.69   	 605.29		  1.83   	  -5.09		
 84.53   	-786.44   	 46.63   	 -30.52		 37.11   	 569.68		  1.81   	 -10.17		
 86.67   	-769.65   	 46.51   	 -30.52		 39.39   	 539.16		  1.77   	  -5.09		
 89.42   	-751.95   	 46.39   	 -30.52		 41.55   	 488.30		  1.75   	 -10.17		
 93.08   	-730.29   	 46.27   	 -30.52		 43.50   	 422.18		  1.71   	  -5.09		
 97.96   	-702.82   	 46.14   	 -35.61		 45.19   	 350.97		  1.69   	 -10.17		
102.54   	-670.78   	 46.00   	 -30.52		 46.59   	 295.01		  1.65   	  -5.09		
106.20   	-637.51   	 45.88   	 -30.52		 47.77   	 244.15		  1.63   	 -10.17		
108.95   	-605.77   	 45.76   	 -30.52		 48.75   	 193.29		  1.59   	 -15.26		
111.08   	-578.92   	 45.64   	 -35.61		 49.52   	 157.68		  1.53   	 -15.26		
112.61   	-560.00   	 45.49   	 -35.61		 50.15   	 152.59		  1.46   	 -15.26		
113.83   	-551.15   	 45.35   	 -30.52		 50.76   	 152.59		  1.40   	 -15.26		
115.36   	-551.45   	 45.23   	 -35.61		 51.37   	 152.59		  1.34   	 -15.26		
117.49   	-557.56   	 45.09   	 -35.61		 51.98   	 157.68		  1.28   	 -20.35		
120.24   	-563.66   	 44.94   	 -30.52		 52.61   	 178.03		  1.20   	 -15.26		
123.90   	-564.88   	 44.82   	 -35.61		 53.33   	 193.29		  1.14   	 -15.26		
128.17   	-559.69   	 44.68   	 -25.43		 54.10   	 203.46		  1.08   	 -15.26		
132.14   	-549.32   	 44.58   	 -30.52		 54.91   	 183.11		  1.02   	 -15.26		
135.50   	-537.41   	 44.46   	 -30.52		 55.65   	 178.03		  0.96   	 -10.17		
138.24   	-527.65   	 44.33   	 -20.35		 56.36   	 172.94		  0.92   	 -15.26		
140.38   	-521.85   	 44.25   	 -20.35		 57.05   	 162.77		  0.85   	 -10.17		
142.21   	-520.63   	 44.17   	 -15.26		 57.70   	 137.33		  0.81   	  -5.09		
144.65   	-521.24   	 44.11   	 -10.17		 58.25   	 127.16		  0.79   	  -5.09		
147.40   	-520.94   	 44.07   	 -15.26		 58.76   	 132.25		  0.77   	  -5.09		
150.15   	-520.63   	 44.01   	   0.00		 59.29   	 127.16		  0.75   	   0.00		
151.98   	-524.90   	 44.01   	  -5.09		 59.80   	 116.99		  0.75   	  -5.09		
152.28   	-539.55   	 43.99(D)	   5.09		 60.26   	 127.16		  0.73   	  -5.09		
150.76   	-568.54   	 44.01   	  10.17		 60.77   	 137.33		  0.71   	   0.00		
147.09   	-607.30   	 44.05   	  25.43		 61.32   	 152.59		  0.71   	 -10.17		
142.52   	-644.23   	 44.15   	  45.78		 61.93   	 152.59		  0.67   	 -10.17		
137.33   	-667.42   	 44.33   	  61.04		 62.54   	 167.85		  0.63   	  -5.09		
131.53   	-670.17   	 44.58   	  96.64		 63.21   	 167.85		  0.61   	  -5.09		
124.21   	-652.47   	 44.96   	 132.25		 63.89   	 162.77		  0.59   	 -10.17		
115.05   	-620.73   	 45.49   	 172.94		 64.54   	 157.68		  0.55   	  -5.09		
104.37   	-582.28   	 46.18   	 213.63		 65.17   	 157.68		  0.53   	   0.00		
 93.38   	-542.30   	 47.04   	 249.24		 65.80   	 152.59		  0.53   	   0.00		
 83.01   	-502.93   	 48.04   	 279.75		 66.41   	 137.33		  0.53   	   5.09		
 73.85   	-464.48   	 49.16   	 300.10		 66.96   	 116.99		  0.55   	   0.00		
 65.61   	-426.64   	 50.36   	 300.10		 67.43   	  96.64		  0.55   	   5.09		
 56.76   	-388.79   	 51.56   	  N/A		 67.81   	  N/A		  0.57   	  N/A		
